245.0,250.0,5.0
236.46446609406726,246.46446609406726,9.238795325112868
227.92893218813452,247.92893218813452,8.660254037844387
219.3933982822018,254.3933982822018,10.707224707676245
207.3223304703363,257.32233047033634,12.42132528683414
191.7157287525381,256.71572875253815,15.61838605048607
176.10912703473988,261.10912703473997,16.213203435596427
160.50252531694167,270.5025253169418,18.215431602519157
145.80049706743745,284.0616685550221,20.0
133.38157160384793,299.7387311092702,20.0
123.08392172841839,316.88394639059766,20.0
114.6509564539282,335.0191358486442,20.0
107.80162886336731,353.80973753026103,20.0
102.2683699603326,373.0290779432926,20.0
97.81385574650933,392.52670095531244,20.0
98.35934153268606,412.0243239673323,19.50525205840128
98.90482731886279,426.52194697935215,14.50788157318527
104.45031310503951,441.019569991372,15.522032263957447
113.53133279714898,451.98165909745916,14.234897829569201
126.14788639519118,459.40821429761354,14.64005282890782
143.7644399932334,466.8347694977679,19.117967538774458
162.7662203112572,473.0743483894531,20.0
182.12284405511508,478.10635765402304,19.999999999999996
201.70921508093684,482.15284626006775,20.0
221.70433352186285,482.59470430666215,20.0
241.5336877395694,479.98765399860827,20
260.8764147685731,474.9024882115912,20.0
279.5918534159723,467.85037106597906,19.999999999999996
298.7622313406761,462.1497912512559,20.0
318.22816019591795,457.5587550062822,19.999999999999996
337.08580275139695,450.8962241620919,20.0
355.2872033092038,442.6071338782146,20
372.85593731122407,433.0499593184267,20.0
389.85108281568006,422.50647653130324,20.0
406.3453463917064,411.1954523033843,20.0
422.41277886138187,399.2858925368598,20.0
438.122482855589,386.9082837041978,20.0
453.5358557950476,374.16356187007506,20.0
466.6512783320355,359.064366802911,19.999999999999996
477.5808734810944,342.3149205470592,20.0
486.56119576887306,324.44444736900306,20.0
493.8710653530634,305.8281693666168,19.999999999999996
497.2303517103689,286.11230785438204,19.999999999999996
497.07875436983284,266.1128824064762,19.999999999999996
496.9574759399565,246.1132501212954,20
493.3006636041474,229.64915174204734,16.865313869029674
493.1793851742711,209.64951945686653,20.0
496.05073568774236,189.85670898869935,20.0
495.3865522952809,173.59943242646492,16.270838355776228
494.76195730223463,153.6091877782706,19.999999999999996
494.262242307111,133.61543162982144,19.999999999999996
490.2269934060547,117.15720938730502,16.945687152710526
486.5307531338199,97.50173157958156,19.999999999999996
483.56557707071966,77.72275964181854,19.999999999999996
481.1892305846201,57.8644370193511,20.0
475.2773501925878,41.5416483028164,17.360407865437054
465.82993589462274,28.75439349221443,15.898664173717789
452.846987690725,19.5026725875452,15.942122937770435
436.32850558089444,13.786485588808706,17.47956077872997
416.4457088669128,11.624450706925114,20.0
396.48001929700837,12.795450279175247,20.0
376.86941560097523,16.722818695447405,20.0
357.8343799372812,22.86019739338489,20.0
339.45142370872946,30.738453564591182,20
321.71244902005554,39.97581124926406,20.0
304.5655021394815,50.270577525133206,20.0
287.94008724233896,61.387932403784475,20
271.7616944940584,73.146316990214,20.0
255.9594597730674,85.40557381200814,20.0
